filename,width,height,class,xmin,ymin,xmax,ymax
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,174,144,211,185
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,210,144,245,186
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,243,145,279,185
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,277,145,314,186
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,312,145,349,186
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,210,181,246,225
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,69,182,106,224
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,140,182,176,224
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,175,183,211,223
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,313,183,348,223
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,104,183,142,224
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,244,185,280,224
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,347,184,384,224
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,277,185,315,225
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,105,219,141,263
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,244,220,280,262
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,277,221,316,261
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,314,220,350,262
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,347,221,385,261
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,141,221,176,262
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,211,221,247,262
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,69,221,107,263
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,174,221,212,263
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,104,258,142,302
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,139,258,176,302
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,313,259,352,301
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,348,257,388,304
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,68,259,107,303
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,174,259,211,302
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,209,259,246,302
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,244,259,280,302
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,278,259,315,302
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,245,297,282,340
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,279,298,316,339
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,176,297,213,341
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,210,298,246,340
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,313,297,353,341
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,139,298,178,342
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,350,298,387,342
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,104,298,142,342
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,67,298,105,342
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,280,337,317,381
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,140,338,175,380
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,210,337,247,381
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,245,338,282,380
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,173,337,212,382
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,314,337,354,382
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,350,337,389,383
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,103,339,142,383
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,66,340,107,385
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,69,25,106,70
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,103,27,142,70
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,139,29,176,71
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,176,29,212,72
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,345,31,379,70
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,241,29,279,73
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,274,33,313,71
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,filled,313,31,348,73
image109_jpg.rf.1415e546ae06afd3d44b834652b4968f.jpg,416,416,empty,209,33,244,72
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,313,85,361,126
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,356,86,404,125
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,270,86,317,127
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,229,88,276,127
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,188,89,233,128
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,146,89,192,129
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,107,91,152,130
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,26,91,71,131
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,68,92,111,131
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,357,121,405,159
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,270,122,317,160
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,314,122,362,160
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,229,124,275,160
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,188,124,234,161
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,147,124,192,162
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,107,125,152,162
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,27,126,71,162
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,67,125,112,163
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,358,155,406,192
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,229,156,276,193
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,315,156,362,193
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,271,156,318,194
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,189,157,234,194
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,147,157,193,195
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,107,158,152,195
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,67,159,112,195
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,29,161,71,196
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,108,188,153,228
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,190,189,234,227
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,229,188,277,228
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,272,188,319,228
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,314,188,361,228
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,358,188,406,228
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,148,188,194,229
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,68,190,112,227
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,26,190,71,229
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,190,223,234,261
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,148,223,194,262
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,229,223,277,262
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,272,224,320,261
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,360,224,408,261
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,109,224,153,262
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,315,224,364,262
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,24,223,71,263
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,67,224,112,262
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,190,256,235,295
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,109,257,152,295
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,148,257,194,295
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,231,256,278,296
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,66,257,112,295
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,272,257,318,296
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,361,256,411,297
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,24,258,70,295
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,315,257,366,297
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,107,289,151,328
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,25,289,70,328
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,67,288,111,329
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,147,289,193,330
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,230,289,278,331
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,190,290,235,332
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,272,288,322,334
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,317,291,367,333
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,362,292,412,333
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,23,322,71,364
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,66,323,111,364
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,106,324,152,364
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,147,324,194,365
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,189,325,235,366
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,230,325,281,368
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,272,327,323,369
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,318,328,368,370
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,363,328,412,370
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,27,358,69,397
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,65,357,111,399
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,filled,107,358,151,399
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,147,358,194,402
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,189,359,237,402
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,272,361,324,404
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,231,361,280,405
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,319,364,368,405
sudoku_1001_jpg.rf.10d27fa59087d6ffcd1820fb920709f4.jpg,416,416,empty,364,365,412,406
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,205,64,245,110
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,241,63,282,112
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,130,104,173,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,169,104,209,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,206,104,245,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,240,104,282,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,58,103,100,151
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,95,103,135,151
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,278,105,319,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,314,105,355,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,19,105,62,149
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,314,143,354,190
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,241,143,282,191
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,277,143,318,191
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,57,142,100,193
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,205,143,245,192
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,94,144,135,191
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,131,143,173,192
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,168,143,210,192
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,20,144,61,191
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,95,186,137,232
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,168,185,209,232
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,278,186,319,232
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,315,185,355,232
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,57,185,100,233
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,132,186,172,233
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,205,185,246,233
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,241,186,282,233
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,21,186,62,233
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,167,227,211,270
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,205,226,245,271
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,241,226,282,271
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,278,226,318,271
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,315,226,354,271
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,59,226,102,273
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,22,226,66,273
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,96,226,137,274
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,132,226,174,274
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,278,265,319,313
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,168,265,210,314
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,240,266,281,313
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,133,266,174,314
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,205,267,244,313
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,60,266,102,315
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,97,267,138,315
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,315,267,356,315
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,24,268,66,314
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,241,307,280,351
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,313,306,354,352
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,277,305,317,354
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,133,309,174,351
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,207,307,244,353
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,169,308,210,352
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,60,308,102,354
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,98,307,137,354
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,25,310,65,354
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,170,345,210,393
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,134,346,174,393
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,207,346,243,393
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,241,346,280,393
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,278,346,317,393
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,313,347,352,393
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,99,347,138,394
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,61,348,102,394
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,27,349,66,394
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,315,17,356,68
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,20,18,61,68
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,57,18,98,69
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,93,18,135,69
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,240,20,281,68
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,132,20,173,68
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,278,19,319,69
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,168,20,209,70
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,205,20,245,70
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,58,62,100,109
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,94,61,135,110
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,313,63,356,109
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,132,62,173,110
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,169,63,209,109
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,empty,278,62,317,110
image186_jpg.rf.0fb32bcc224d4afa54980ccd979c589e.jpg,416,416,filled,19,62,62,110
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,34,84,73,118
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,filled,179,108,221,142
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,217,108,261,142
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,257,108,301,142
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,139,110,182,142
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,298,108,340,144
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,filled,103,111,143,143
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,68,112,107,144
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,336,110,374,147
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,32,113,72,145
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,filled,178,138,220,171
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,216,137,260,172
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,filled,257,138,300,171
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,102,138,142,172
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,137,138,181,172
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,65,140,106,172
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,297,139,339,174
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,30,141,69,172
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,filled,335,141,373,174
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,137,164,180,200
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,100,166,141,199
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,177,166,219,200
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,65,166,105,200
sudoku_3306_jpg.rf.05ad32efa321a3735d14377f403031a0.jpg,416,416,empty,255,165,300,202
